País,Liga,Temporada,Data,Horário UK,Horário BR,Casa,Visitante,Gol Casa,Gol Fora,Árbitro,Falta Casa,Falta Fora,Cartão Amarelo Casa,Cartão Amarelo Fora,Cartão Vermelho Casa,Cartão Vermelho Fora,Min Vermelho Casa,Min Vermelho Fora,Teve Vermelho,Placar Pré 1º Vermelho,Placar Pós Ultimo Vermelho,Média odd Casa,Média odd Empate,Média odd Fora
Brazil,Serie A,2025,20/04/2025,15:00,11:00,Juventude,Mirassol,2,2,Paulo Belence Alves Dos Prazeres Filho,18,10,2,2,0,0,-,-,Não,-,-,2.35,03.04,3.34
Brazil,Serie A,2025,20/04/2025,20:00,16:00,Atletico-MG,Botafogo RJ,1,0,Ramon Abatti Abel,13,14,3,2,0,1,-,63',Sim,1x0,1x0,2.22,3.27,3.35
Brazil,Serie A,2025,20/04/2025,20:00,16:00,Sao Paulo,Santos,2,1,Wilton Pereira Sampaio,17,13,7,3,0,0,-,-,Não,-,-,2.34,2.93,3.52
Brazil,Serie A,2025,20/04/2025,22:30,18:30,Fluminense,Vitoria,1,1,Matheus Delgado Candançan,12,14,0,1,0,0,-,-,Não,-,-,1.67,3.47,5.99
Brazil,Serie A,2025,20/04/2025,22:30,18:30,Fortaleza,Palmeiras,1,2,Paulo Cesar Zanovelli da Silva,12,13,1,1,0,0,-,-,Não,-,-,4.13,3.18,02.01
Brazil,Serie A,2025,21/04/2025,00:30,20:30,Bragantino,Cruzeiro,1,0,Alex Gomes Stefano,17,13,2,3,0,0,-,-,Não,-,-,2.18,3.23,3.5
Brazil,Serie A,2025,22/04/2025,00:00,20:00,Bahia,Ceara,1,0,Rafael Rodrigo Klein,14,18,2,4,0,0,-,-,Não,-,-,1.79,3.63,4.54
Brazil,Serie A,2025,26/04/2025,20:00,16:00,Internacional,Juventude,3,1,Flavio Rodrigues De Souza,17,8,1,2,0,0,-,-,Não,-,-,1.4,4.6,8.21
Brazil,Serie A,2025,26/04/2025,22:30,18:30,Ceara,Sao Paulo,1,1,Anderson Daronco,13,19,2,5,0,0,-,-,Não,-,-,2.35,2.82,3.64
Brazil,Serie A,2025,26/04/2025,22:30,18:30,Mirassol,Atletico-MG,2,2,Davi de Oliveira Lacerda,11,5,4,2,0,0,-,-,Não,-,-,3.24,03.04,2.4
Brazil,Serie A,2025,27/04/2025,00:00,20:00,Sport Recife,Fortaleza,0,0,Matheus Delgado Candançan,11,9,0,4,0,1,-,90'+8,Sim,0x0,0x0,02.05,3.28,3.82
Brazil,Serie A,2025,27/04/2025,01:00,21:00,Botafogo RJ,Fluminense,2,0,Bruno Arleu de Araujo,21,9,4,4,0,0,-,-,Não,-,-,2.14,03.02,3.87
Brazil,Serie A,2025,27/04/2025,20:00,16:00,Flamengo RJ,Corinthians,4,0,Ramon Abatti Abel,14,12,2,1,0,0,-,-,Não,-,-,1.48,4.11,7.29
Brazil,Serie A,2025,27/04/2025,22:30,18:30,Cruzeiro,Vasco,1,0,Rafael Rodrigo Klein,18,12,0,0,0,0,-,-,Não,-,-,2.23,03.01,3.63
Brazil,Serie A,2025,27/04/2025,22:30,18:30,Palmeiras,Bahia,0,1,Wilton Pereira Sampaio,12,16,1,2,0,0,-,-,Não,-,-,1.55,04.04,6.22
Brazil,Serie A,2025,27/04/2025,22:30,18:30,Vitoria,Gremio,1,1,Felipe Fernandes de Lima,20,11,4,1,0,0,-,-,Não,-,-,2.37,03.07,3.26
Brazil,Serie A,2025,28/04/2025,00:30,20:30,Santos,Bragantino,1,2,Raphael Claus,13,15,2,5,0,0,-,-,Não,-,-,2.17,3.18,3.58
Brazil,Serie A,2025,03/05/2025,01:30,21:30,Sao Paulo,Fortaleza,0,0,Wagner do Nascimento Magalhaes,15,19,2,2,0,0,-,-,Não,-,-,1.85,3.19,4.98
Brazil,Serie A,2025,03/05/2025,22:30,18:30,Ceara,Vitoria,1,0,Alex Gomes Stefano,15,31,0,4,0,0,-,-,Não,-,-,2.26,2.86,3.82
Brazil,Serie A,2025,03/05/2025,22:30,18:30,Corinthians,Internacional,4,2,Paulo Cesar Zanovelli da Silva,11,13,3,3,0,1,-,61',Sim,1x2,4x2,2.62,2.89,03.06
Brazil,Serie A,2025,03/05/2025,22:30,18:30,Fluminense,Sport Recife,2,1,Rafael Rodrigo Klein,12,13,1,5,0,0,-,-,Não,-,-,1.75,3.45,5.17
Brazil,Serie A,2025,04/05/2025,01:00,21:00,Bahia,Botafogo RJ,1,0,Flavio Rodrigues De Souza,11,7,3,4,0,0,-,-,Não,-,-,1.98,3.36,3.94
Brazil,Serie A,2025,04/05/2025,20:00,16:00,Gremio,Santos,1,0,Bruno Arleu de Araujo,10,19,5,3,0,0,-,-,Não,-,-,2.27,3.1,3.43
Brazil,Serie A,2025,04/05/2025,20:00,16:00,Vasco,Palmeiras,0,1,Davi de Oliveira Lacerda,11,8,2,0,0,0,-,-,Não,-,-,6.42,3.64,1.6
Brazil,Serie A,2025,04/05/2025,22:30,18:30,Cruzeiro,Flamengo RJ,2,1,Wilton Pereira Sampaio,18,9,4,2,0,0,-,-,Não,-,-,4.67,3.26,1.88
Brazil,Serie A,2025,05/05/2025,23:00,19:00,Bragantino,Mirassol,1,0,Lucas Canetto Bellote,8,12,2,3,0,0,-,-,Não,-,-,1.82,3.38,4.75
Brazil,Serie A,2025,06/05/2025,00:00,20:00,Juventude,Atletico-MG,0,1,Bruno Pereira Vasconcelos,12,16,2,2,0,0,-,-,Não,-,-,3.36,3.16,2.27
Brazil,Serie A,2025,10/05/2025,20:00,16:00,Fortaleza,Juventude,5,0,Lucas Paulo Torezin,13,14,3,4,0,0,-,-,Não,-,-,1.58,3.93,5.97
Brazil,Serie A,2025,10/05/2025,22:30,18:30,Gremio,Bragantino,1,1,Davi de Oliveira Lacerda,14,11,1,3,0,0,-,-,Não,-,-,2.64,3.13,2.79
Brazil,Serie A,2025,10/05/2025,22:30,18:30,Mirassol,Corinthians,2,1,Joao Vitor Gobi,14,19,2,5,0,0,-,-,Não,-,-,2.88,03.02,2.66
Brazil,Serie A,2025,10/05/2025,22:30,18:30,Vitoria,Vasco,2,1,Wilton Pereira Sampaio,7,17,1,3,1,0,33',-,Sim,0x0,2x1,1.98,3.31,04.04
Brazil,Serie A,2025,11/05/2025,01:00,21:00,Flamengo RJ,Bahia,1,0,Anderson Daronco,11,9,0,1,1,0,87',-,Sim,1x0,1x0,1.39,4.54,8.57
Brazil,Serie A,2025,11/05/2025,20:00,16:00,Sport Recife,Cruzeiro,0,4,Raphael Claus,11,5,1,0,0,0,-,-,Não,-,-,2.5,2.98,3.12
Brazil,Serie A,2025,11/05/2025,21:30,17:30,Atletico-MG,Fluminense,3,2,Ramon Abatti Abel,15,7,2,2,0,0,-,-,Não,-,-,1.93,3.22,4.4
Brazil,Serie A,2025,11/05/2025,21:30,17:30,Palmeiras,Sao Paulo,1,0,Rafael Rodrigo Klein,12,16,1,2,0,0,-,-,Não,-,-,1.76,3.33,5.36
Brazil,Serie A,2025,12/05/2025,00:00,20:00,Botafogo RJ,Internacional,4,0,Matheus Delgado Candançan,11,10,0,1,0,0,-,-,Não,-,-,1.72,3.52,5.32
Brazil,Serie A,2025,13/05/2025,00:00,20:00,Santos,Ceara,0,0,Felipe Fernandes de Lima,11,21,1,2,0,0,-,-,Não,-,-,2.42,2.93,3.35
Brazil,Serie A,2025,17/05/2025,20:00,16:00,Ceara,Sport Recife,2,0,Gustavo Ervino Bauermann,14,16,1,4,0,0,-,-,Não,-,-,1.92,3.26,4.46
Brazil,Serie A,2025,17/05/2025,22:30,18:30,Vasco,Fortaleza,3,0,Anderson Daronco,12,11,2,1,1,1,68',68',Sim,2x0,3x0,2.48,2.98,3.19
Brazil,Serie A,2025,18/05/2025,01:00,21:00,Sao Paulo,Gremio,2,1,Rodrigo Jose Pereira de Lima,14,13,4,5,0,0,-,-,Não,-,-,1.64,3.69,5.84
Brazil,Serie A,2025,18/05/2025,20:00,16:00,Bahia,Vitoria,2,1,Ramon Abatti Abel,12,23,3,4,1,1,5',71,Sim,0x0,2x1,1.72,3.48,5.39
Brazil,Serie A,2025,18/05/2025,20:00,16:00,Corinthians,Santos,1,0,Raphael Claus,8,14,2,6,0,1,-,80',Sim,1x0,1x0,02.08,03.08,04.03
Brazil,Serie A,2025,18/05/2025,20:00,16:00,Juventude,Fluminense,1,1,Wilton Pereira Sampaio,18,13,4,3,0,0,-,-,Não,-,-,3.8,3.28,02.09
Brazil,Serie A,2025,18/05/2025,22:30,18:30,Bragantino,Palmeiras,1,2,Marcelo de Lima Henrique,15,12,2,2,0,0,-,-,Não,-,-,3.93,3.18,02.07
Brazil,Serie A,2025,18/05/2025,22:30,18:30,Flamengo RJ,Botafogo RJ,0,0,Bruno Arleu de Araujo,9,23,1,5,0,0,-,-,Não,-,-,1.74,3.48,5.17
Brazil,Serie A,2025,19/05/2025,00:30,20:30,Cruzeiro,Atletico-MG,0,0,Flavio Rodrigues De Souza,15,17,1,5,0,0,-,-,Não,-,-,2.54,03.08,2.98
Brazil,Serie A,2025,19/05/2025,00:30,20:30,Internacional,Mirassol,1,1,Wagner do Nascimento Magalhaes,10,10,2,4,0,0,-,-,Não,-,-,1.68,3.73,5.31
Brazil,Serie A,2025,24/05/2025,22:30,18:30,Fluminense,Vasco,2,1,Rodrigo Jose Pereira de Lima,11,16,4,3,0,0,-,-,Não,-,-,1.81,3.35,4.92
Brazil,Serie A,2025,24/05/2025,22:30,18:30,Sao Paulo,Mirassol,0,2,Alex Gomes Stefano,19,11,4,1,0,0,-,-,Não,-,-,1.71,3.51,5.39
Brazil,Serie A,2025,25/05/2025,01:00,21:00,Atletico-MG,Corinthians,0,0,Rafael Rodrigo Klein,24,18,2,4,0,0,-,-,Não,-,-,1.72,3.47,5.4
Brazil,Serie A,2025,25/05/2025,15:00,11:00,Gremio,Bahia,1,0,Bruno Arleu de Araujo,10,13,4,4,0,0,-,-,Não,-,-,2.46,3.14,03.04
Brazil,Serie A,2025,25/05/2025,20:00,16:00,Palmeiras,Flamengo RJ,0,2,Ramon Abatti Abel,13,18,4,2,0,0,-,-,Não,-,-,2.23,03.04,3.59
Brazil,Serie A,2025,25/05/2025,20:00,16:00,Sport Recife,Internacional,1,1,Davi de Oliveira Lacerda,11,10,2,1,0,1,-,85',Sim,1x1,1x1,2.56,03.05,2.98
Brazil,Serie A,2025,25/05/2025,22:30,18:30,Vitoria,Santos,0,1,Anderson Daronco,16,15,3,1,0,0,-,-,Não,-,-,2.23,03.06,3.56
Brazil,Serie A,2025,26/05/2025,00:30,20:30,Fortaleza,Cruzeiro,0,2,Joao Vitor Gobi,14,10,4,1,1,0,83',-,Sim,0x2,0x2,2.27,3.1,3.43
Brazil,Serie A,2025,27/05/2025,00:00,20:00,Bragantino,Juventude,1,0,Lucas Casagrande,17,22,5,4,1,0,90'+4,-,Sim,1x0,-,1.42,4.35,8.14
Brazil,Serie A,2025,31/05/2025,22:30,18:30,Bahia,Sao Paulo,2,1,Anderson Daronco,13,11,1,2,0,0,-,-,Não,-,-,1.88,3.14,4.91
Brazil,Serie A,2025,01/06/2025,01:00,21:00,Vasco,Bragantino,0,2,Paulo Cesar Zanovelli da Silva,13,9,1,2,0,0,-,-,Não,-,-,2.43,3.18,03.06
Brazil,Serie A,2025,01/06/2025,15:00,11:00,Mirassol,Sport Recife,1,0,Lucas Casagrande,10,20,4,1,0,0,-,-,Não,-,-,1.87,3.34,4.55
Brazil,Serie A,2025,01/06/2025,20:00,16:00,Juventude,Gremio,0,2,Raphael Claus,11,15,2,2,0,0,-,-,Não,-,-,3.16,3.18,2.37
Brazil,Serie A,2025,01/06/2025,20:00,16:00,Santos,Botafogo RJ,0,1,Davi de Oliveira Lacerda,13,16,4,2,1,0,-,-,Não,-,-,2.1,3.13,3.87
Brazil,Serie A,2025,01/06/2025,22:30,18:30,Ceara,Atletico-MG,0,1,Alex Gomes Stefano,15,16,1,4,0,1,-,90'+3,Sim,0x1,0x1,2.8,2.89,2.86
Brazil,Serie A,2025,01/06/2025,22:30,18:30,Corinthians,Vitoria,0,0,Felipe Fernandes de Lima,8,16,2,5,0,0,-,-,Não,-,-,1.71,3.34,5.87
Brazil,Serie A,2025,01/06/2025,22:30,18:30,Flamengo RJ,Fortaleza,5,0,Gustavo Ervino Bauermann,10,11,1,1,0,0,-,-,Não,-,-,1.35,4.88,9.4
Brazil,Serie A,2025,01/06/2025,23:30,19:30,Cruzeiro,Palmeiras,2,1,Rodrigo Jose Pereira de Lima,17,13,3,3,0,0,-,-,Não,-,-,03.05,2.89,2.63
Brazil,Serie A,2025,02/06/2025,00:30,20:30,Internacional,Fluminense,0,2,Lucas Paulo Torezin,13,10,1,0,0,0,-,-,Não,-,-,2.16,03.08,3.74
Brazil,Serie A,2025,05/06/2025,00:00,20:00,Botafogo RJ,Ceara,3,2,Edina Alves Batista,12,11,1,2,0,0,-,-,Não,-,-,1.56,3.8,6.81
Brazil,Serie A,2025,12/06/2025,23:00,19:00,Bragantino,Bahia,0,3,Lucas Paulo Torezin,3,11,2,2,1,0,11',-,Sim,0x0,0x1,2.23,03.09,3.38
Brazil,Serie A,2025,12/06/2025,23:00,19:00,Vitoria,Cruzeiro,0,0,Alex Gomes Stefano,16,18,2,2,0,1,-,45'+2,Sim,0x0,0x0,3.36,03.03,2.28
Brazil,Serie A,2025,12/06/2025,23:30,19:30,Fortaleza,Santos,2,3,Paulo Cesar Zanovelli da Silva,16,17,5,3,0,0,-,-,Não,-,-,2.23,3.1,3.38
Brazil,Serie A,2025,13/06/2025,00:00,20:00,Gremio,Corinthians,1,1,Davi de Oliveira Lacerda,13,12,2,3,0,0,-,-,Não,-,-,2.32,2.89,3.45
Brazil,Serie A,2025,13/06/2025,01:30,21:30,Atletico-MG,Internacional,2,0,Flavio Rodrigues De Souza,18,14,4,3,0,0,-,-,Não,-,-,1.89,3.26,4.32
Brazil,Serie A,2025,13/06/2025,01:30,21:30,Sao Paulo,Vasco,1,3,Rafael Rodrigo Klein,18,17,4,2,0,0,-,-,Não,-,-,1.84,3.1,4.93
Brazil,Serie A,2025,12/07/2025,20:30,16:30,Flamengo RJ,Sao Paulo,2,0,Wilton Pereira Sampaio,12,9,2,2,0,0,-,-,Não,-,-,1.44,3.95,8.21
Brazil,Serie A,2025,12/07/2025,20:30,16:30,Internacional,Vitoria,1,0,Rodrigo Jose Pereira de Lima,15,14,2,1,0,0,-,-,Não,-,-,1.54,3.73,6.58
Brazil,Serie A,2025,12/07/2025,22:30,18:30,Vasco,Botafogo RJ,0,2,Anderson Daronco,12,14,2,2,0,0,-,-,Não,-,-,3.56,3.1,2.15
Brazil,Serie A,2025,13/07/2025,01:00,21:00,Bahia,Atletico-MG,2,1,Davi de Oliveira Lacerda,12,11,2,2,0,0,-,-,Não,-,-,2.11,03.03,3.8
Brazil,Serie A,2025,13/07/2025,23:00,19:00,Corinthians,Bragantino,1,2,Bruno Arleu de Araujo,18,16,6,5,0,0,-,-,Não,-,-,1.94,3.17,4.19
Brazil,Serie A,2025,14/07/2025,00:30,20:30,Cruzeiro,Gremio,4,1,Lucas Paulo Torezin,14,10,4,2,0,0,-,-,Não,-,-,1.61,3.63,5.93
Brazil,Serie A,2025,14/07/2025,00:30,20:30,Fortaleza,Ceara,0,1,Raphael Claus,12,13,2,4,0,0,-,-,Não,-,-,2.22,2.98,3.54
Brazil,Serie A,2025,15/07/2025,00:00,20:00,Juventude,Sport Recife,2,0,Jefferson Ferreira de Moraes,17,15,3,3,0,0,-,-,Não,-,-,2.74,2.97,2.74
Brazil,Serie A,2025,16/07/2025,23:00,19:00,Palmeiras,Mirassol,1,1,Savio Pereira Sampaio,13,17,1,3,0,0,-,-,Não,-,-,1.39,4.38,8.26
Brazil,Serie A,2025,16/07/2025,23:30,19:30,Ceara,Corinthians,0,1,Paulo Cesar Zanovelli da Silva,16,12,3,2,0,0,-,-,Não,-,-,2.42,2.88,3.26
Brazil,Serie A,2025,17/07/2025,00:00,20:00,Santos,Flamengo RJ,1,0,Felipe Fernandes de Lima,16,15,2,3,0,0,-,-,Não,-,-,4.36,3.25,1.88
Brazil,Serie A,2025,17/07/2025,01:30,21:30,Botafogo RJ,Vitoria,0,0,Lucas Casagrande,10,19,1,5,0,0,-,-,Não,-,-,1.36,4.54,8.77
Brazil,Serie A,2025,17/07/2025,01:30,21:30,Bragantino,Sao Paulo,2,2,Alex Gomes Stefano,11,18,3,0,0,0,-,-,Não,-,-,2.4,2.85,3.32
Brazil,Serie A,2025,17/07/2025,23:30,19:30,Fluminense,Cruzeiro,0,2,Rafael Rodrigo Klein,12,13,1,2,0,0,-,-,Não,-,-,2.33,2.88,3.44
Brazil,Serie A,2025,19/07/2025,20:00,16:00,Fortaleza,Bahia,1,1,Wilton Pereira Sampaio,16,6,5,3,0,0,-,-,Não,-,-,2.9,3.11,2.5
Brazil,Serie A,2025,19/07/2025,21:30,17:30,Vasco,Gremio,1,1,Felipe Fernandes de Lima,16,15,2,3,0,0,-,-,Não,-,-,2.1,3.1,3.7
Brazil,Serie A,2025,19/07/2025,22:30,18:30,Mirassol,Santos,3,0,Matheus Delgado Candançan,16,9,1,1,1,0,90'+6,-,Sim,3x0,3x0,2.66,03.01,2.78
Brazil,Serie A,2025,20/07/2025,01:00,21:00,Sao Paulo,Corinthians,2,0,Anderson Daronco,18,9,2,2,0,0,-,-,Não,-,-,2.17,2.8,3.96
Brazil,Serie A,2025,20/07/2025,15:00,11:00,Internacional,Ceara,1,0,Davi de Oliveira Lacerda,14,6,1,2,0,0,-,-,Não,-,-,1.59,3.63,6.11
Brazil,Serie A,2025,20/07/2025,20:00,16:00,Cruzeiro,Juventude,4,0,Lucas Casagrande,15,10,1,2,0,0,-,-,Não,-,-,1.31,4.97,9.77
Brazil,Serie A,2025,20/07/2025,20:00,16:00,Vitoria,Bragantino,1,0,Rodrigo Jose Pereira de Lima,18,13,3,2,0,0,-,-,Não,-,-,2.45,2.94,3.13
Brazil,Serie A,2025,20/07/2025,21:30,17:30,Palmeiras,Atletico-MG,3,2,Alex Gomes Stefano,22,16,2,4,0,0,-,-,Não,-,-,1.69,3.36,5.65
Brazil,Serie A,2025,20/07/2025,21:30,17:30,Sport Recife,Botafogo RJ,0,1,Flavio Rodrigues De Souza,12,10,1,2,0,0,-,-,Não,-,-,3.71,03.03,2.14
Brazil,Serie A,2025,20/07/2025,23:30,19:30,Flamengo RJ,Fluminense,1,0,Raphael Claus,14,6,3,1,0,0,-,-,Não,-,-,1.73,3.27,5.38
Brazil,Serie A,2025,23/07/2025,23:00,19:00,Ceara,Mirassol,0,2,Lucas Casagrande,13,10,3,3,0,0,-,-,Não,-,-,2.12,03.08,3.72
Brazil,Serie A,2025,23/07/2025,23:00,19:00,Fluminense,Palmeiras,1,2,Ramon Abatti Abel,13,15,1,2,0,1,-,90'+8,Sim,2x1,2x1,2.89,2.8,2.75
Brazil,Serie A,2025,23/07/2025,23:30,19:30,Corinthians,Cruzeiro,0,0,Alex Gomes Stefano,19,17,4,2,0,0,-,-,Não,-,-,2.76,2.82,2.86
Brazil,Serie A,2025,24/07/2025,01:30,21:30,Bragantino,Flamengo RJ,1,2,Davi de Oliveira Lacerda,11,18,1,5,0,0,-,-,Não,-,-,4.1,3.33,1.91
Brazil,Serie A,2025,24/07/2025,01:30,21:30,Santos,Internacional,1,2,Lucas Paulo Torezin,17,11,4,2,0,0,-,-,Não,-,-,2.37,03.06,3.15
Brazil,Serie A,2025,24/07/2025,01:30,21:30,Vitoria,Sport Recife,2,2,Lucas Canetto Bellote,12,16,4,3,0,0,-,-,Não,-,-,2.32,2.94,3.4
Brazil,Serie A,2025,24/07/2025,23:00,19:00,Juventude,Sao Paulo,0,1,Savio Pereira Sampaio,15,12,3,2,0,0,-,-,Não,-,-,4.65,3.23,1.84
Brazil,Serie A,2025,26/07/2025,22:30,18:30,Botafogo RJ,Corinthians,1,1,Rodrigo Jose Pereira de Lima,20,14,3,2,0,0,-,-,Não,-,-,1.59,3.5,6.46
Brazil,Serie A,2025,26/07/2025,22:30,18:30,Fortaleza,Bragantino,3,1,Wagner do Nascimento Magalhaes,16,13,4,4,0,0,-,-,Não,-,-,1.81,3.66,4.15
Brazil,Serie A,2025,26/07/2025,22:30,18:30,Mirassol,Vitoria,1,1,Bruno Arleu de Araujo,15,15,2,1,0,0,-,-,Não,-,-,1.69,3.43,5.42
Brazil,Serie A,2025,26/07/2025,22:30,18:30,Sport Recife,Santos,2,2,Rafael Rodrigo Klein,15,17,3,1,0,1,-,45'+5,Sim,1x0,2x0,2.6,3.11,2.76
Brazil,Serie A,2025,27/07/2025,01:00,21:00,Palmeiras,Gremio,1,0,Paulo Cesar Zanovelli da Silva,20,21,1,2,0,0,-,-,Não,-,-,1.4,4.42,7.96
Brazil,Serie A,2025,27/07/2025,20:00,16:00,Cruzeiro,Ceara,1,2,Raphael Claus,8,11,0,2,0,0,-,-,Não,-,-,1.46,4,7.4
Brazil,Serie A,2025,27/07/2025,20:00,16:00,Sao Paulo,Fluminense,3,1,Davi de Oliveira Lacerda,13,11,3,4,0,0,-,-,Não,-,-,02.05,2.97,04.08
Brazil,Serie A,2025,27/07/2025,22:30,18:30,Bahia,Juventude,3,0,Matheus Delgado Candançan,18,15,1,2,0,1,-,77',Sim,2x0,3x0,1.26,5.44,10.64
Brazil,Serie A,2025,27/07/2025,22:30,18:30,Internacional,Vasco,1,1,Flavio Rodrigues De Souza,10,14,1,4,0,1,-,86',Sim,0x1,1x1,1.53,3.94,6.13
Brazil,Serie A,2025,28/07/2025,00:30,20:30,Flamengo RJ,Atletico-MG,1,0,Ramon Abatti Abel,18,14,4,4,0,0,-,-,Não,-,-,1.41,4.16,8.25
Brazil,Serie A,2025,30/07/2025,00:30,20:30,Gremio,Fortaleza,2,1,Alex Gomes Stefano,24,26,3,6,0,0,-,-,Não,-,-,1.92,3.38,3.96
Brazil,Serie A,2025,02/08/2025,20:00,16:00,Sport Recife,Bahia,0,0,Anderson Daronco,12,8,1,1,0,0,-,-,Não,-,-,3.16,3.1,2.32
Brazil,Serie A,2025,02/08/2025,22:30,18:30,Mirassol,Vasco,3,2,Wilton Pereira Sampaio,12,14,0,1,0,0,-,-,Não,-,-,1.85,3.25,4.55
Brazil,Serie A,2025,03/08/2025,01:00,21:00,Fluminense,Gremio,1,0,Lucas Paulo Torezin,11,17,1,3,0,0,-,-,Não,-,-,1.87,3.18,4.51
Brazil,Serie A,2025,03/08/2025,20:00,16:00,Botafogo RJ,Cruzeiro,0,2,Matheus Delgado Candançan,15,7,3,2,0,0,-,-,Não,-,-,2.22,03.05,3.44
Brazil,Serie A,2025,03/08/2025,20:00,16:00,Corinthians,Fortaleza,1,1,Felipe Fernandes de Lima,10,16,0,2,0,0,-,-,Não,-,-,02.03,03.08,3.98
Brazil,Serie A,2025,03/08/2025,22:30,18:30,Atletico-MG,Bragantino,2,1,Bruno Arleu de Araujo,13,11,1,4,0,1,-,36',Sim,1x0,2x1,1.91,3.37,3.99
Brazil,Serie A,2025,03/08/2025,22:30,18:30,Ceara,Flamengo RJ,1,1,Rodrigo Jose Pereira de Lima,14,12,3,2,0,0,-,-,Não,-,-,5.22,3.38,1.72
Brazil,Serie A,2025,03/08/2025,23:30,19:30,Vitoria,Palmeiras,2,2,Davi de Oliveira Lacerda,13,21,5,2,0,0,-,-,Não,-,-,03.08,2.84,2.54
Brazil,Serie A,2025,04/08/2025,00:30,20:30,Internacional,Sao Paulo,1,2,Alex Gomes Stefano,23,19,2,2,0,0,-,-,Não,-,-,2.45,2.94,3.11
Brazil,Serie A,2025,05/08/2025,00:00,20:00,Santos,Juventude,3,1,Paulo Cesar Zanovelli da Silva,18,17,3,3,0,0,-,-,Não,-,-,1.38,4.67,7.68
Brazil,Serie A,2025,09/08/2025,22:30,18:30,Bragantino,Internacional,1,3,Felipe Fernandes de Lima,7,12,1,2,0,0,-,-,Não,-,-,2.85,03.05,2.56
Brazil,Serie A,2025,09/08/2025,22:30,18:30,Flamengo RJ,Mirassol,2,1,Paulo Cesar Zanovelli da Silva,23,13,1,1,0,0,-,-,Não,-,-,1.3,05.06,9.94
Brazil,Serie A,2025,09/08/2025,22:30,18:30,Sao Paulo,Vitoria,2,0,Bruno Arleu de Araujo,16,10,3,3,0,0,-,-,Não,-,-,1.71,3.32,5.43
Brazil,Serie A,2025,10/08/2025,00:30,20:30,Fortaleza,Botafogo RJ,0,5,Anderson Daronco,8,12,2,0,1,0,6',-,Sim,0x0,0x5,2.52,03.04,2.91
Brazil,Serie A,2025,10/08/2025,01:00,21:00,Bahia,Fluminense,3,3,Jefferson Ferreira de Moraes,17,13,2,2,0,1,-,90'+6,Sim,3x3,3x3,1.64,3.56,5.63
Brazil,Serie A,2025,10/08/2025,20:00,16:00,Palmeiras,Ceara,2,1,Bruno Arleu de Araujo,14,15,4,2,0,0,-,-,Não,-,-,1.38,4.32,8.82
Brazil,Serie A,2025,10/08/2025,20:00,16:00,Vasco,Atletico-MG,1,1,Davi de Oliveira Lacerda,10,9,2,1,0,0,-,-,Não,-,-,2.73,2.94,2.76
Brazil,Serie A,2025,10/08/2025,22:30,18:30,Cruzeiro,Santos,1,2,Wilton Pereira Sampaio,17,12,5,3,0,0,-,-,Não,-,-,1.52,04.08,5.98
Brazil,Serie A,2025,11/08/2025,00:30,20:30,Gremio,Sport Recife,0,1,Yuri Elino Ferreira Da Cruz,10,19,2,0,0,0,-,-,Não,-,-,1.81,3.38,4.49
Brazil,Serie A,2025,12/08/2025,00:00,20:00,Juventude,Corinthians,2,1,Lucas Casagrande,22,12,5,5,0,1,-,85',Sim,2x0,2x1,04.05,3.16,1.98
Brazil,Serie A,2025,16/08/2025,20:00,16:00,Ceara,Bragantino,1,0,Yuri Elino Ferreira Da Cruz,23,16,3,4,0,0,-,-,Não,-,-,2.15,03.05,3.59
Brazil,Serie A,2025,16/08/2025,20:00,16:00,Fluminense,Fortaleza,2,1,Rafael Rodrigo Klein,10,18,2,4,0,0,-,-,Não,-,-,1.73,3.51,4.81
Brazil,Serie A,2025,16/08/2025,22:30,18:30,Sport Recife,Sao Paulo,2,2,Lucas Paulo Torezin,17,19,4,1,0,0,-,-,Não,-,-,02.02,3.18,3.85
Brazil,Serie A,2025,16/08/2025,22:30,18:30,Vitoria,Juventude,2,2,Raphael Claus,9,14,1,3,1,1,66',10',Sim,0x0,2x2,1.72,3.53,4.93
Brazil,Serie A,2025,17/08/2025,01:00,21:00,Corinthians,Bahia,1,2,Paulo Cesar Zanovelli da Silva,15,21,2,4,0,0,-,-,Não,-,-,2.56,2.99,2.91
Brazil,Serie A,2025,17/08/2025,20:00,16:00,Atletico-MG,Gremio,1,3,Alex Gomes Stefano,19,12,2,2,2,2,76' e 90'+3,65' e 90'+3,Sim,1x2,1x3,1.65,3.63,5.34
Brazil,Serie A,2025,17/08/2025,20:00,16:00,Santos,Vasco,0,6,Ramon Abatti Abel,11,12,2,4,0,0,-,-,Não,-,-,1.82,3.57,4.18
Brazil,Serie A,2025,17/08/2025,22:30,18:30,Internacional,Flamengo RJ,1,3,Rodrigo Jose Pereira de Lima,12,8,2,0,0,0,-,-,Não,-,-,4.55,3.3,1.83
Brazil,Serie A,2025,18/08/2025,00:30,20:30,Botafogo RJ,Palmeiras,0,1,Davi de Oliveira Lacerda,7,6,1,2,0,0,-,-,Não,-,-,2.88,2.93,2.64
Brazil,Serie A,2025,19/08/2025,00:00,20:00,Mirassol,Cruzeiro,1,1,Bruno Arleu de Araujo,16,13,3,4,0,0,-,-,Não,-,-,2.74,3.17,2.56
Brazil,Serie A,2025,20/08/2025,23:00,19:00,Juventude,Vasco,2,0,Matheus Delgado Candançan,6,11,2,1,0,0,-,-,Não,-,-,3.77,3.36,1.97
